Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Dead weight tons in thousands Footnote,Percentage of total fleet,Percentage of total fleet Footnote,Number of ships,Number of ships Footnote
2020,584,"Marshall Islands",584,"Marshall Islands",151.991,,0.05803,,9,
2020,584,"Marshall Islands",585,"Palau",0,,0,,0,
2020,584,"Marshall Islands",586,"Pakistan",0,,0,,0,
2020,584,"Marshall Islands",591,"Panama",0,,0,,0,
2020,584,"Marshall Islands",598,"Papua New Guinea",0,,0,,0,
2020,584,"Marshall Islands",600,"Paraguay",0,,0,,0,
2020,584,"Marshall Islands",604,"Peru",9.203,,0.00351,,1,
2020,584,"Marshall Islands",608,"Philippines",10.644,,0.00406,,2,
2020,584,"Marshall Islands",616,"Poland",57.392,,0.02191,,2,
2020,584,"Marshall Islands",620,"Portugal",244.437,,0.09333,,4,
2020,584,"Marshall Islands",624,"Guinea-Bissau",0,,0,,0,
2020,584,"Marshall Islands",626,"Timor-Leste",0,,0,,0,
2020,584,"Marshall Islands",634,"Qatar",4751.941,,1.81428,,41,
2020,584,"Marshall Islands",638,"Réunion",0,,0,,0,
2020,584,"Marshall Islands",642,"Romania",80.855,,0.03087,,2,
2020,584,"Marshall Islands",643,"Russian Federation",0,,0,,0,
2020,584,"Marshall Islands",652,"Saint Barthélemy",0,,0,,0,
2020,584,"Marshall Islands",654,"Saint Helena",0,,0,,0,
2020,584,"Marshall Islands",659,"Saint Kitts and Nevis",0,,0,,0,
2020,584,"Marshall Islands",660,"Anguilla",0,,0,,0,
2020,584,"Marshall Islands",662,"Saint Lucia",0,,0,,0,
2020,584,"Marshall Islands",666,"Saint Pierre and Miquelon",0,,0,,0,
2020,584,"Marshall Islands",670,"Saint Vincent and the Grenadines",0,,0,,0,
2020,584,"Marshall Islands",678,"Sao Tome and Principe",0,,0,,0,
2020,584,"Marshall Islands",682,"Saudi Arabia",2.272,,0.00087,,1,
2020,584,"Marshall Islands",686,"Senegal",0,,0,,0,
2020,584,"Marshall Islands",690,"Seychelles",0,,0,,0,
2020,584,"Marshall Islands",694,"Sierra Leone",0,,0,,0,
2020,584,"Marshall Islands",702,"Singapore",9688.998,,3.69924,,139,
2020,584,"Marshall Islands",704,"Viet Nam",0,,0,,0,
2020,584,"Marshall Islands",705,"Slovenia",53.626,,0.02047,,1,
2020,584,"Marshall Islands",706,"Somalia",0,,0,,0,
2020,584,"Marshall Islands",710,"South Africa",4.386,,0.00167,,1,
2020,584,"Marshall Islands",724,"Spain",0,,0,,0,
2020,584,"Marshall Islands",729,"Sudan",0,,0,,0,
2020,584,"Marshall Islands",740,"Suriname",0,,0,,0,
2020,584,"Marshall Islands",752,"Sweden",49.994,,0.01909,,1,
2020,584,"Marshall Islands",756,"Switzerland",2950.56,,1.12652,,35,
2020,584,"Marshall Islands",757,"Switzerland, Liechtenstein",2950.56,,1.12652,,35,
2020,584,"Marshall Islands",760,"Syrian Arab Republic",0,,0,,0,
2020,584,"Marshall Islands",764,"Thailand",0,,0,,0,
2020,584,"Marshall Islands",768,"Togo",0,,0,,0,
2020,584,"Marshall Islands",772,"Tokelau",0,,0,,0,
2020,584,"Marshall Islands",776,"Tonga",0,,0,,0,
2020,584,"Marshall Islands",780,"Trinidad and Tobago",0,,0,,0,
2020,584,"Marshall Islands",784,"United Arab Emirates",4473.629,,1.70802,,106,
2020,584,"Marshall Islands",788,"Tunisia",0,,0,,0,
2020,584,"Marshall Islands",792,"Turkey",4683.53,,1.78816,,97,
2020,584,"Marshall Islands",795,"Turkmenistan",0,,0,,0,
2020,584,"Marshall Islands",796,"Turks and Caicos Islands",0,,0,,0,
2020,584,"Marshall Islands",798,"Tuvalu",0,,0,,0,
2020,584,"Marshall Islands",804,"Ukraine",401.169,,0.15317,,9,
2020,584,"Marshall Islands",818,"Egypt",2.221,,0.00085,,1,
2020,584,"Marshall Islands",830,"Channel Islands",291.997,,0.11148,,6,
2020,584,"Marshall Islands",834,"Tanzania, United Republic of",0,,0,,0,
2020,584,"Marshall Islands",841,"United States of America including Puerto Rico",25884.09,,9.88248,,347,
2020,584,"Marshall Islands",842,"United States of America",25884.09,,9.88248,,347,
2020,584,"Marshall Islands",850,"United States Virgin Islands",0,,0,,0,
2020,584,"Marshall Islands",858,"Uruguay",0,,0,,0,
2020,584,"Marshall Islands",862,"Venezuela (Bolivarian Rep. of)",476.026,,0.18175,,3,
2020,584,"Marshall Islands",876,"Wallis and Futuna Islands",0,,0,,0,
2020,584,"Marshall Islands",882,"Samoa",0,,0,,0,
2020,584,"Marshall Islands",887,"Yemen",0,,0,,0,
2020,584,"Marshall Islands",926,"United Kingdom",8020.217,,3.0621,,164,
2020,591,"Panama",0000,"World",328565.536,,100,,6528,
2020,591,"Panama",0000u,"World n.e.s.",854.49,,0.26007,,75,
2020,591,"Panama",008,"Albania",49.434,,0.01505,,10,
2020,591,"Panama",012,"Algeria",0,,0,,0,
2020,591,"Panama",016,"American Samoa",0,,0,,0,
2020,591,"Panama",024,"Angola",679.441,,0.20679,,4,
2020,591,"Panama",028,"Antigua and Barbuda",0,,0,,0,
2020,591,"Panama",031,"Azerbaijan",2.3,,0.0007,,1,
2020,591,"Panama",032,"Argentina",837.154,,0.25479,,13,
2020,591,"Panama",036,"Australia",152.415,,0.04639,,7,
2020,591,"Panama",040,"Austria",0,,0,,0,
2020,591,"Panama",044,"Bahamas",9.531,,0.0029,,5,
2020,591,"Panama",048,"Bahrain",0,,0,,0,
2020,591,"Panama",050,"Bangladesh",64.975,,0.01978,,3,
2020,591,"Panama",052,"Barbados",0,,0,,0,
2020,591,"Panama",056,"Belgium",654.687,,0.19926,,12,
2020,591,"Panama",060,"Bermuda",1784.412,,0.54309,,23,
2020,591,"Panama",068,"Bolivia (Plurinational State of)",0,,0,,0,
2020,591,"Panama",076,"Brazil",2191.331,,0.66694,,25,
2020,591,"Panama",084,"Belize",6.413,,0.00195,,2,
2020,591,"Panama",090,"Solomon Islands",0,,0,,0,
2020,591,"Panama",092,"British Virgin Islands",97.761,,0.02975,,4,
2020,591,"Panama",096,"Brunei Darussalam",0,,0,,0,
2020,591,"Panama",100,"Bulgaria",217.245,,0.06612,,4,
2020,591,"Panama",104,"Myanmar",8.5,,0.00259,,1,
2020,591,"Panama",1100,"Developed economies",196690.884,,59.86352,,3186,
2020,591,"Panama",1120,"Developed economies: America",3234.039,,0.98429,,100,
2020,591,"Panama",1130,"Developed economies: Asia",133352.477,,40.58626,,2030,
2020,591,"Panama",1140,"Developed economies: Europe",59943.488,,18.244,,1048,
2020,591,"Panama",1150,"Developed economies: Oceania",160.88,,0.04896,,8,
2020,591,"Panama",116,"Cambodia",0,,0,,0,
2020,591,"Panama",120,"Cameroon",0,,0,,0,
2020,591,"Panama",1200,"Developing economies",129267.304,,39.34293,,3186,
2020,591,"Panama",1210,"Developing economies: Africa",3571.965,,1.08714,,78,
2020,591,"Panama",1220,"Developing economies: America",5970.783,,1.81723,,195,
2020,591,"Panama",1230,"Developing economies: Asia",119487.706,,36.36648,,2898,
2020,591,"Panama",124,"Canada",209.41,,0.06373,,7,
2020,591,"Panama",1250,"Developing economies: Oceania",236.85,,0.07209,,15,
2020,591,"Panama",1300,"Transition economies",1752.858,,0.53349,,81,
2020,591,"Panama",132,"Cabo Verde",0,,0,,0,
2020,591,"Panama",136,"Cayman Islands",0,,0,,0,
2020,591,"Panama",144,"Sri Lanka",0,,0,,0,
2020,591,"Panama",152,"Chile",504.93,,0.15368,,9,
2020,591,"Panama",156,"China",22969.8,,6.99093,,617,
2020,591,"Panama",158,"China, Taiwan Province of",19162.18,,5.83207,,424,
2020,591,"Panama",170,"Colombia",48.773,,0.01484,,10,
2020,591,"Panama",174,"Comoros",0,,0,,0,
2020,591,"Panama",175,"Mayotte",0,,0,,0,
2020,591,"Panama",178,"Congo",0,,0,,0,
2020,591,"Panama",180,"Congo, Dem. Rep. of the",0,,0,,0,
2020,591,"Panama",184,"Cook Islands",0,,0,,0,
2020,591,"Panama",188,"Costa Rica",0,,0,,0,
2020,591,"Panama",191,"Croatia",21.612,,0.00658,,6,
2020,591,"Panama",192,"Cuba",19.344,,0.00589,,6,
2020,591,"Panama",196,"Cyprus",517.505,,0.1575,,15,
2020,591,"Panama",204,"Benin",0,,0,,0,
2020,591,"Panama",208,"Denmark",988.401,,0.30082,,22,
2020,591,"Panama",2101,"Developed economies: Asia and Oceania",133513.357,,40.63523,,2038,
2020,591,"Panama",2102,"Developing economies: Asia and Oceania",119724.556,,36.43856,,2913,
2020,591,"Panama",2116,"Sub-Saharan Africa excluding South Africa",1659.699,,0.50513,,28,
2020,591,"Panama",2117,"Africa excluding South Africa",3570.301,,1.08663,,77,
2020,591,"Panama",212,"Dominica",0,,0,,0,
2020,591,"Panama",214,"Dominican Republic",0,,0,,0,
2020,591,"Panama",2160,"Developing economies excluding China",106297.504,,32.35199,,2569,
2020,591,"Panama",2161,"Developing economies excluding LDCs",128412.526,,39.08277,,3170,
2020,591,"Panama",218,"Ecuador",278.605,,0.08479,,3,
2020,591,"Panama",2200,"M49 developing regions",129271.621,,39.34424,,3188,
2020,591,"Panama",2205,"M49 developed regions",198439.425,,60.39569,,3265,
2020,591,"Panama",2210,"LDCs (Least developed countries)",854.778,,0.26015,,16,
2020,591,"Panama",2211,"LDCs: Africa and Haiti",750.436,,0.2284,,9,
2020,591,"Panama",2213,"LDCs: Asia",101.842,,0.031,,6,
2020,591,"Panama",2216,"LDCs: Islands",2.5,,0.00076,,1,
2020,591,"Panama",222,"El Salvador",0,,0,,0,
2020,591,"Panama",2220,"LLDCs (Landlocked developing countries)",4.317,,0.00131,,2,
2020,591,"Panama",2221,"LDCs: Africa",743.964,,0.22643,,8,
2020,591,"Panama",2222,"LDCs: Islands and Haiti",8.972,,0.00273,,2,
2020,591,"Panama",2230,"SIDS (Small island developing States) (UNCTAD)",344.728,,0.10492,,27,
2020,591,"Panama",2231,"SIDS: Atlantic and Indian Ocean",93.074,,0.02833,,6,
2020,591,"Panama",2232,"SIDS: Caribbean",14.804,,0.00451,,6,
2020,591,"Panama",2233,"SIDS: Pacific",236.85,,0.07209,,15,
2020,591,"Panama",2250,"SIDS (Small island developing States) (UN-OHRLLS)",13565.769,,4.12879,,352,
2020,591,"Panama",226,"Equatorial Guinea",4.54,,0.00138,,2,
2020,591,"Panama",231,"Ethiopia",0,,0,,0,
2020,591,"Panama",232,"Eritrea",0,,0,,0,
2020,591,"Panama",233,"Estonia",11.278,,0.00343,,3,
2020,591,"Panama",234,"Faroe Islands",0,,0,,0,
2020,591,"Panama",2370,"Selected exporters of petroleum",5538.957,,1.6858,,119,
2020,591,"Panama",2371,"Selected exporters of manufactured goods",109361.055,,33.2844,,2568,
2020,591,"Panama",2372,"Selected exporters of manufactured goods and primary commodities",85543.311,,26.03539,,1969,
2020,591,"Panama",2373,"Selected exporters of agricultural products",1303.362,,0.39668,,40,
2020,591,"Panama",2374,"Selected exporters of minerals and mining products",592.636,,0.18037,,18,
2020,591,"Panama",2376,"Selected LIFDC (Low-income food-deficit countries)",5396.145,,1.64233,,180,
2020,591,"Panama",2378,"LIFDC (Low-income food-deficit countries) (FAO)",5688.683,,1.73137,,184,
2020,591,"Panama",238,"Falkland Islands (Malvinas)",0,,0,,0,
2020,591,"Panama",2411,"Net food-importing economies",304597.698,,92.70531,,5527,
2020,591,"Panama",2412,"Net food-exporting economies",23113.348,,7.03462,,926,
2020,591,"Panama",2413,"Net food-exporting developing economies",14306.614,,4.35427,,653,
2020,591,"Panama",2414,"Net food-exporting transition economies",829.416,,0.25244,,33,
2020,591,"Panama",2415,"Net food-exporting developed economies",7977.318,,2.42792,,240,
2020,591,"Panama",2416,"Major net food-exporting economies",22048.959,,6.71067,,831,
2020,591,"Panama",242,"Fiji",0,,0,,0,
2020,591,"Panama",2420,"Net food-importing developing economies",114960.69,,34.98866,,2533,
2020,591,"Panama",2421,"Net food-importing transition economies",923.442,,0.28105,,48,
2020,591,"Panama",2422,"Net food-importing developed economies",188713.566,,57.43559,,2946,
2020,591,"Panama",2423,"Major net food-importing economies",275118.858,,83.73333,,4956,
2020,591,"Panama",246,"Finland",8.259,,0.00251,,1,
2020,591,"Panama",250,"France, metropolitan",516.951,,0.15734,,13,
2020,591,"Panama",2508,"Industrialized economies (UNIDO)",255134.93,,77.65115,,4454,
2020,591,"Panama",2509,"EIEs (Emerging Industrial Economies) (UNIDO)",66211.449,,20.15167,,1660,
2020,591,"Panama",251,"France",4768.437,,1.45129,,63,
2020,591,"Panama",2510,"Emerging markets",125668.696,,38.24768,,2967,
2020,591,"Panama",2511,"Emerging markets: Africa",2508.228,,0.76339,,61,
2020,591,"Panama",2512,"Emerging markets: America",5060.293,,1.54012,,101,
2020,591,"Panama",2513,"Emerging markets: Asia",116284.088,,35.39144,,2718,
2020,591,"Panama",2514,"Emerging markets: Europe and Kazakhstan",1816.087,,0.55273,,87,
2020,591,"Panama",258,"French Polynesia",0,,0,,0,
2020,591,"Panama",2611,"HIPCs (Heavily indebted poor countries) (IMF)",332.012,,0.10105,,6,
2020,591,"Panama",262,"Djibouti",3.205,,0.00098,,1,
2020,591,"Panama",2621,"High-income developing economies",119061.032,,36.23662,,2868,
2020,591,"Panama",2622,"Middle-income developing economies",10096.232,,3.07282,,310,
2020,591,"Panama",2623,"Low-income developing economies",110.04,,0.03349,,8,
2020,591,"Panama",2624,"Low-income economies (World Bank)",110.04,,0.03349,,8,
2020,591,"Panama",2625,"Lower-middle-income economies (World Bank)",10474.739,,3.18802,,311,
2020,591,"Panama",2626,"Upper-middle-income economies (World Bank)",32996.726,,10.04266,,1130,
2020,591,"Panama",2627,"High-income economies (World Bank)",284129.542,,86.47576,,5004,
2020,591,"Panama",2628,"High-income OECD members (World Bank)",229941.831,,69.98355,,3577,
2020,591,"Panama",2629,"High-income non OECD members (World Bank)",54187.711,,16.49221,,1427,
2020,591,"Panama",266,"Gabon",1.6,,0.00049,,1,
2020,591,"Panama",268,"Georgia",0,,0,,0,
2020,591,"Panama",270,"Gambia",0,,0,,0,
2020,591,"Panama",2710,"BASIC",28236.179,,8.59377,,690,
2020,591,"Panama",2711,"BRICS",29105.87,,8.85847,,726,
2020,591,"Panama",276,"Germany",857.413,,0.26096,,30,
2020,591,"Panama",288,"Ghana",261.212,,0.0795,,1,
2020,591,"Panama",292,"Gibraltar",4.999,,0.00152,,1,
2020,591,"Panama",296,"Kiribati",0,,0,,0,
2020,591,"Panama",300,"Greece",26374.71,,8.02723,,469,
2020,591,"Panama",304,"Greenland",0,,0,,0,
2020,591,"Panama",308,"Grenada",0,,0,,0,
2020,591,"Panama",3101,"AMU (Arab Maghreb Union)",6.943,,0.00211,,2,
2020,591,"Panama",3102,"COMESA (Common Market for Eastern and Southern Africa)",1952.342,,0.5942,,51,
2020,591,"Panama",3103,"ECCAS (Economic Community of Central African States)",685.581,,0.20866,,7,
2020,591,"Panama",3104,"ECOWAS (Economic Community of West African States)",867.076,,0.2639,,15,
2020,591,"Panama",3105,"MRU (Mano River Union)",2.959,,0.0009,,1,
2020,591,"Panama",3106,"SADC (Southern African Development Community)",783.215,,0.23837,,9,
2020,591,"Panama",3107,"CEMAC (Economic and Monetary Community of Central Africa)",6.14,,0.00187,,3,
2020,591,"Panama",3108,"WAEMU (West African Economic and Monetary Union)",0,,0,,0,
2020,591,"Panama",3109,"CEPGL (Economic Community of the Great Lakes Countries)",0,,0,,0,
2020,591,"Panama",3110,"EAC (East African Community)",60.086,,0.01829,,3,
2020,591,"Panama",3111,"SACU (Southern African Customs Union)",1.664,,0.00051,,1,
2020,591,"Panama",3112,"CEN-SAD (Community of Sahel-Saharan States)",2777.924,,0.84547,,64,
2020,591,"Panama",3113,"IGAD (Intergovernmental Authority on Development)",4.932,,0.0015,,2,
2020,591,"Panama",3114,"United Nations member States",295317.774,,89.88093,,5704,
2020,591,"Panama",312,"Guadeloupe",0,,0,,0,
2020,591,"Panama",316,"Guam",0,,0,,0,
2020,591,"Panama",320,"Guatemala",1.109,,0.00034,,1,
2020,591,"Panama",3201,"CAN (Andean Community)",410.185,,0.12484,,21,
2020,591,"Panama",3202,"CACM (Central American Common Market)",4.119,,0.00125,,2,
2020,591,"Panama",3203,"CARICOM (Caribbean Community)",32.588,,0.00992,,10,
2020,591,"Panama",3204,"FTAA (Free Trade Area of the Americas)",7303.305,,2.22278,,262,
2020,591,"Panama",3205,"LAIA (Latin American Integration Association)",5836.315,,1.7763,,179,
2020,591,"Panama",3206,"NAFTA (North American Free Trade Agreement)",1645.407,,0.50079,,91,
2020,591,"Panama",3207,"OECS (Organisation of Eastern Caribbean States)",103.034,,0.03136,,5,
2020,591,"Panama",3208,"MERCOSUR (Southern Common Market)",3949.398,,1.20201,,57,
2020,591,"Panama",3209,"ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty)",891.354,,0.27129,,20,
2020,591,"Panama",3210,"UNASUR (Union of South American Nations)",925.812,,0.28177,,20,
2020,591,"Panama",3211,"ACS (Association of Caribbean States)",1924.02,,0.58558,,127,
2020,591,"Panama",324,"Guinea",0,,0,,0,
2020,591,"Panama",328,"Guyana",0,,0,,0,
2020,591,"Panama",3301,"ASEAN (Association of Southeast Asian Nations)",14814.757,,4.50892,,476,
2020,591,"Panama",3302,"APTA (Asia-Pacific Trade Agreement)",61608.109,,18.75063,,1115,
2020,591,"Panama",3303,"GCC (The Cooperation Council for the Arab States of the Gulf)",8971.38,,2.73047,,278,
2020,591,"Panama",3304,"SAARC (South Asian Association for Regional Cooperation)",3359.559,,1.02249,,58,
2020,591,"Panama",3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",206606.207,,62.88128,,3565,
2020,591,"Panama",3306,"ECO (Economic Cooperation Organization)",2817.656,,0.85756,,263,
2020,591,"Panama",3307,"African Union",3571.965,,1.08714,,78,
2020,591,"Panama",3310,"ADB (African Development Bank), developing member countries",30083.543,,9.15603,,880,
2020,591,"Panama",3311,"ADB: Group A",294.673,,0.08968,,20,
2020,591,"Panama",3312,"ADB: Group B",3310.236,,1.00748,,54,
2020,591,"Panama",3313,"ADB: Group C",26478.634,,8.05886,,806,
2020,591,"Panama",332,"Haiti",6.472,,0.00197,,1,
2020,591,"Panama",3320,"ECA (Economic Commission for Africa)",3571.965,,1.08714,,78,
2020,591,"Panama",3321,"ECA: North Africa",1910.602,,0.5815,,49,
2020,591,"Panama",3322,"ECA: East Africa",107.042,,0.03258,,6,
2020,591,"Panama",3323,"ECA: Central Africa",6.14,,0.00187,,3,
2020,591,"Panama",3324,"ECA: Southern Africa",681.105,,0.2073,,5,
2020,591,"Panama",3325,"ECA: West Africa",867.076,,0.2639,,15,
2020,591,"Panama",3330,"ECLAC (Economic Commission for Latin America and the Caribbean)",5970.783,,1.81723,,195,
2020,591,"Panama",3331,"ECLAC: Caribbean",123.877,,0.0377,,13,
2020,591,"Panama",3332,"ECLAC: Latin America",5846.906,,1.77953,,182,
2020,591,"Panama",3340,"ESCAP (Economic and Social Commission for Asia and the Pacific)",225228.019,,68.54889,,4239,
2020,591,"Panama",3341,"ESCAP: Africa",3571.965,,1.08714,,78,
2020,591,"Panama",3342,"ESCAP: Latin America",5970.783,,1.81723,,195,
2020,591,"Panama",3343,"ESCAP: Europe",60822.338,,18.51148,,1091,
2020,591,"Panama",3344,"ESCAP: East and North-East Asia (ENEA)",203140.503,,61.82648,,3387,
2020,591,"Panama",3345,"ESCAP: North and Central Asia",874.008,,0.26601,,38,
2020,591,"Panama",3346,"ESCAP: South and South-West Asia",6001.021,,1.82643,,315,
2020,591,"Panama",3347,"ESCAP: Pacific",397.73,,0.12105,,23,
2020,591,"Panama",3348,"ESCAP: Pacific island developing economies (PIDE)",204010.194,,62.09117,,3423,
2020,591,"Panama",3349,"ESCAP: Other area",9721.722,,2.95884,,326,
2020,591,"Panama",3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",204010.194,,62.09117,,3423,
2020,591,"Panama",3355,"UNECE (Economic Commission for Europe)",65803.108,,20.02739,,1466,
2020,591,"Panama",3360,"UNECE: Eastern Europe, Caucasus and Central Asia",1703.424,,0.51844,,71,
2020,591,"Panama",3361,"UNECE: West Balkans",71.046,,0.02162,,16,
2020,591,"Panama",3370,"ESCWA (Economic and Social Commission for Western Asia)",11601.547,,3.53097,,369,
2020,591,"Panama",3371,"ESCWA: Arab countries",11604.752,,3.53194,,370,
2020,591,"Panama",340,"Honduras",3.01,,0.00092,,1,
2020,591,"Panama",3401,"EFTA (European Free Trade Association)",19032.224,,5.79252,,249,
2020,591,"Panama",3402,"EU25 (European Union 2004 … 2007)",40572.04,,12.34823,,776,
2020,591,"Panama",3404,"EU15 (European Union 1995 … 2004)",39929.853,,12.15278,,752,
2020,591,"Panama",3406,"Euro area",36041.208,,10.96926,,689,
2020,591,"Panama",3408,"EU27 (European Union 2007 … 2013)",40884.653,,12.44338,,792,
2020,591,"Panama",3410,"EU28 (European Union 2013 … 2020)",40906.265,,12.44996,,798,
2020,591,"Panama",3411,"CEFTA (Central European Free Trade Agreement)",49.434,,0.01505,,10,
2020,591,"Panama",3412,"European Union (2020 …)",37376.023,,11.37552,,735,
2020,591,"Panama",344,"China, Hong Kong SAR",11343.92,,3.45256,,297,
2020,591,"Panama",3501,"MSG (Melanesian Spearhead Group)",2.5,,0.00076,,1,
2020,591,"Panama",352,"Iceland",0,,0,,0,
2020,591,"Panama",356,"India",3073.384,,0.93539,,47,
2020,591,"Panama",360,"Indonesia",565.368,,0.17207,,18,
2020,591,"Panama",3601,"Northern America and Europe",64926.068,,19.76046,,1227,
2020,591,"Panama",3602,"Central and Southern Asia",3371.681,,1.02618,,61,
2020,591,"Panama",3603,"Eastern and South-Eastern Asia",237117.44,,72.16747,,4287,
2020,591,"Panama",3604,"Western Asia and Northern Africa",14265.981,,4.3419,,631,
2020,591,"Panama",364,"Iran (Islamic Republic of)",10.105,,0.00308,,2,
2020,591,"Panama",368,"Iraq",78.403,,0.02386,,5,
2020,591,"Panama",372,"Ireland",327.991,,0.09983,,3,
2020,591,"Panama",376,"Israel",30.777,,0.00937,,6,
2020,591,"Panama",380,"Italy",66.878,,0.02035,,8,
2020,591,"Panama",384,"Côte d'Ivoire",0,,0,,0,
2020,591,"Panama",388,"Jamaica",0,,0,,0,
2020,591,"Panama",3901,"APEC (Asia-Pacific Economic Cooperation)",240367.522,,73.15664,,4437,
2020,591,"Panama",3903,"CIS (Commonwealth of Independent States)",871.991,,0.26539,,37,
2020,591,"Panama",3905,"OECD (Organisation for Economic Cooperation and Development)",232768.968,,70.844,,3846,
2020,591,"Panama",3906,"OPEC (Organization of the Petroleum Exporting Countries)",9488.263,,2.88778,,302,
2020,591,"Panama",3907,"ACP (African, Caribbean and Pacific Group of States)",1950.145,,0.59353,,60,
2020,591,"Panama",3908,"LAS (League of Arab States)",11604.752,,3.53194,,370,
2020,591,"Panama",3909,"OIC (Organisation of Islamic Cooperation)",16031.112,,4.87912,,705,
2020,591,"Panama",3910,"OAS (Organization of American States)",7322.649,,2.22867,,268,
2020,591,"Panama",3912,"G7 (Group of Seven)",143994.297,,43.82514,,2265,
2020,591,"Panama",3913,"G8 (Group of Eight)",144863.988,,44.08983,,2301,
2020,591,"Panama",3916,"G20 (Group of Twenty)",244698.14,,74.47468,,4386,
2020,591,"Panama",3919,"G-77 (Group of 77)",60340.673,,18.36488,,1746,
2020,591,"Panama",392,"Japan",133321.7,,40.5769,,2024,
2020,591,"Panama",3921,"GSTP (Global System of Trade Preferences among Developing Countries)",61631.299,,18.75769,,1158,
2020,591,"Panama",3922,"GSTP: Africa",2833.078,,0.86226,,65,
2020,591,"Panama",3923,"GSTP: Latin America",5079.637,,1.546,,107,
2020,591,"Panama",3924,"GSTP: Asia",53718.584,,16.34943,,986,
2020,591,"Panama",3932,"TPP (Trans-Pacific Partnership)",148221.587,,45.11173,,2503,
2020,591,"Panama",3940,"ACP: Africa",1661.363,,0.50564,,29,
2020,591,"Panama",3941,"ACP: Western Africa",867.076,,0.2639,,15,
2020,591,"Panama",3942,"ACP: Eastern Africa",107.042,,0.03258,,6,
2020,591,"Panama",3943,"ACP: Central Africa",685.581,,0.20866,,7,
2020,591,"Panama",3944,"ACP: Southern Africa",1.664,,0.00051,,1,
2020,591,"Panama",3945,"ACP: Caribbean",51.932,,0.01581,,16,
2020,591,"Panama",3946,"ACP: Pacific",236.85,,0.07209,,15,
2020,591,"Panama",3947,"ACP: LDCs",752.936,,0.22916,,10,
2020,591,"Panama",3948,"ACP: LLDCs",0,,0,,0,
2020,591,"Panama",3949,"ACP: islands states",132.598,,0.04036,,17,
2020,591,"Panama",3950,"ACP: Northern Africa",0,,0,,0,
2020,591,"Panama",398,"Kazakhstan",0,,0,,0,
2020,591,"Panama",400,"Jordan",130.634,,0.03976,,10,
2020,591,"Panama",404,"Kenya",1.727,,0.00053,,1,
2020,591,"Panama",408,"Korea, Dem. People's Rep. of",5.133,,0.00156,,1,
2020,591,"Panama",410,"Korea, Republic of",35499.95,,10.80453,,448,
2020,591,"Panama",414,"Kuwait",334.338,,0.10176,,6,
2020,591,"Panama",418,"Lao People's Dem. Rep.",0,,0,,0,
2020,591,"Panama",422,"Lebanon",473.411,,0.14408,,24,
2020,591,"Panama",428,"Latvia",0.612,,0.00019,,1,
2020,591,"Panama",430,"Liberia",2.959,,0.0009,,1,
2020,591,"Panama",434,"Libya",0,,0,,0,
2020,591,"Panama",438,"Liechtenstein",0,,0,,0,
2020,591,"Panama",440,"Lithuania",0,,0,,0,
2020,591,"Panama",442,"Luxembourg",0,,0,,0,
2020,591,"Panama",446,"China, Macao SAR",0,,0,,0,
2020,591,"Panama",450,"Madagascar",0,,0,,0,
2020,591,"Panama",458,"Malaysia",270.2,,0.08224,,22,
2020,591,"Panama",462,"Maldives",49.323,,0.01501,,4,
2020,591,"Panama",470,"Malta",112.792,,0.03433,,5,
2020,591,"Panama",474,"Martinique",0,,0,,0,
2020,591,"Panama",478,"Mauritania",0,,0,,0,
2020,591,"Panama",480,"Mauritius",0,,0,,0,
2020,591,"Panama",484,"Mexico",195.78,,0.05959,,14,
2020,591,"Panama",492,"Monaco",4251.486,,1.29395,,50,
2020,591,"Panama",496,"Mongolia",0,,0,,0,
2020,591,"Panama",498,"Moldova, Republic of",0,,0,,0,
2020,591,"Panama",499,"Montenegro",0,,0,,0,
2020,591,"Panama",504,"Morocco",6.943,,0.00211,,2,
2020,591,"Panama",508,"Mozambique",0,,0,,0,
2020,591,"Panama",5100,"Africa",3571.965,,1.08714,,78,
2020,591,"Panama",5110,"Northern Africa",1910.602,,0.5815,,49,
2020,591,"Panama",512,"Oman",1808.071,,0.55029,,15,
2020,591,"Panama",5120,"Sub-Saharan Africa",1661.363,,0.50564,,29,
2020,591,"Panama",5121,"Eastern Africa",107.042,,0.03258,,6,
2020,591,"Panama",5122,"Middle Africa",685.581,,0.20866,,7,
2020,591,"Panama",5123,"Southern Africa",1.664,,0.00051,,1,
2020,591,"Panama",5124,"Western Africa",867.076,,0.2639,,15,
2020,591,"Panama",516,"Namibia",0,,0,,0,
2020,591,"Panama",5200,"America",9204.822,,2.80152,,295,
2020,591,"Panama",5210,"Northern America",3234.039,,0.98429,,100,
2020,591,"Panama",5220,"Latin America and the Caribbean",5970.783,,1.81723,,195,
2020,591,"Panama",5221,"Caribbean",138.381,,0.04212,,17,
2020,591,"Panama",5222,"Central America",962.991,,0.29309,,90,
2020,591,"Panama",5223,"South America",4869.412,,1.48202,,88,
2020,591,"Panama",528,"Netherlands",2013.292,,0.61275,,50,
2020,591,"Panama",5300,"Asia",252844.5,,76.95405,,4930,
