Year,Series,Series Label,Economy,Economy Label,US dollars at current prices in millions,US dollars at current prices in millions Footnote,US dollars at current prices per capita,US dollars at current prices per capita Footnote,US dollars at constant prices (2015) in millions,US dollars at constant prices (2015) in millions Footnote,US dollars at constant prices (2015) per capita,US dollars at constant prices (2015) per capita Footnote
"2018,5100,""Total gross domestic product"",348,""Hungary"",160418.836,,16525.244,,140468.993,,14470.148,"
"2018,5100,""Total gross domestic product"",3501,""MSG (Melanesian Spearhead Group)"",31973.407,,3063.953,,30984.618,,2969.199,"
"2018,5100,""Total gross domestic product"",352,""Iceland"",25737.594,,76438.007,,20123.779,,59765.552,"
"2018,5100,""Total gross domestic product"",356,""India"",2773660.243,,2050.55,,2639937.121,,1951.689,"
"2018,5100,""Total gross domestic product"",360,""Indonesia"",1042240.311,,3893.743,,999135.019,,3732.704,"
"2018,5100,""Total gross domestic product"",3601,""Northern America and Europe"",44461893.981,,39810.392,,41777261.305,,37406.62,"
"2018,5100,""Total gross domestic product"",3602,""Central and Southern Asia"",4218033.197,,2143.456,,4133752.912,,2100.628,"
"2018,5100,""Total gross domestic product"",3603,""Eastern and South-Eastern Asia"",24616710.205,,10602.563,,23477098.216,,10111.725,"
"2018,5100,""Total gross domestic product"",3604,""Western Asia and Northern Africa"",3919402.735,,7737.156,,4004967.563,,7906.067,"
"2018,5100,""Total gross domestic product"",364,""Iran (Islamic Republic of)"",461940.31,,5647.178,,437810.87,,5352.198,"
"2018,5100,""Total gross domestic product"",368,""Iraq"",215489.482,,5606.799,,184176.675,,4792.074,"
"2018,5100,""Total gross domestic product"",372,""Ireland"",386155.662,,80136.996,,352112.967,,73072.282,"
"2018,5100,""Total gross domestic product"",376,""Israel"",370587.979,,44214.958,,334006.963,,39850.466,"
"2018,5100,""Total gross domestic product"",380,""Italy"",2091544.955,,34498.407,,1908511.725,,31479.416,"
"2018,5100,""Total gross domestic product"",384,""Côte d'Ivoire"",58010.992,,2314.032,,56308.362,,2246.115,"
"2018,5100,""Total gross domestic product"",388,""Jamaica"",15730.792,,5359.993,,14811.194,,5046.656,"
"2018,5100,""Total gross domestic product"",3901,""APEC (Asia-Pacific Economic Cooperation)"",51948430.279,,17655.502,,49304072.528,,16756.775,"
"2018,5100,""Total gross domestic product"",3903,""CIS (Commonwealth of Independent States)"",2045283.87,,8581.349,,1876988.309,,7875.235,"
"2018,5100,""Total gross domestic product"",3905,""OECD (Organisation for Economic Cooperation and Development)"",53403311.133,,39362.633,,50530402.156,,37245.062,"
"2018,5100,""Total gross domestic product"",3906,""OPEC (Organization of the Petroleum Exporting Countries)"",3007780.529,,6255.054,,2837973.423,,5901.919,"
"2018,5100,""Total gross domestic product"",3907,""ACP (African, Caribbean and Pacific Group of States)"",2052231.581,,1830.553,,2074212.406,,1850.159,"
"2018,5100,""Total gross domestic product"",3908,""LAS (League of Arab States)"",2705967.347,,6440.542,,2613574.609,,6220.636,"
"2018,5100,""Total gross domestic product"",3909,""OIC (Organisation of Islamic Cooperation)"",6994981.288,,3805.453,,7181146.244,,3906.732,"
"2018,5100,""Total gross domestic product"",3910,""OAS (Organization of American States)"",27898003.895,,27764.978,,26707541.848,,26580.192,"
"2018,5100,""Total gross domestic product"",3912,""G7 (Group of Seven)"",39097239.413,,50585.451,,36947922.282,,47804.586,"
"2018,5100,""Total gross domestic product"",3913,""G8 (Group of Eight)"",40765695.687,,44376.671,,38378192.244,,41777.685,"
"2018,5100,""Total gross domestic product"",3916,""G20 (Group of Twenty)"",74337989.872,,15384.545,,70587629.281,,14608.393,"
"2018,5100,""Total gross domestic product"",3919,""G-77 (Group of 77)"",29631970.522,,4943.238,,28755331.174,,4796.996,"
"2018,5100,""Total gross domestic product"",392,""Japan"",4954806.62,,38952.212,,4522629.989,,35554.655,"
"2018,5100,""Total gross domestic product"",3921,""GSTP (Global System of Trade Preferences among Developing Countries)"",15165495.158,,4036.984,,14904991.086,,3967.639,"
"2018,5100,""Total gross domestic product"",3922,""GSTP: Africa"",1315134.357,,2149.854,,1539133.141,,2516.025,"
"2018,5100,""Total gross domestic product"",3923,""GSTP: Latin America"",5073285.385,,8930.218,,5023062.859,,8841.814,"
"2018,5100,""Total gross domestic product"",3924,""GSTP: Asia"",8764446.562,,3404.037,,8332047.355,,3236.097,"
"2018,5100,""Total gross domestic product"",3932,""TPP (Trans-Pacific Partnership)"",11075283.724,,21970.946,,10388154.216,,20607.831,"
"2018,5100,""Total gross domestic product"",3940,""ACP: Africa"",1746011.11,,1634.376,,1780520.068,,1666.678,"
"2018,5100,""Total gross domestic product"",3941,""ACP: Western Africa"",665760.188,,1746.502,,728272.866,,1910.492,"
"2018,5100,""Total gross domestic product"",3942,""ACP: Eastern Africa"",379548.906,,924.724,,361907.121,,881.742,"
"2018,5100,""Total gross domestic product"",3943,""ACP: Central Africa"",244834.361,,1447.68,,236828.237,,1400.341,"
"2018,5100,""Total gross domestic product"",3944,""ACP: Southern Africa"",407504.203,,6198.774,,359950.573,,5475.409,"
"2018,5100,""Total gross domestic product"",3945,""ACP: Caribbean"",269721.569,,6668.452,,258337.056,,6386.987,"
"2018,5100,""Total gross domestic product"",3946,""ACP: Pacific"",36498.902,,2956.058,,35355.282,,2863.436,"
"2018,5100,""Total gross domestic product"",3947,""ACP: LDCs"",595958.994,,895.498,,636094.193,,955.806,"
"2018,5100,""Total gross domestic product"",3948,""ACP: LLDCs"",266612.638,,853.763,,252395.372,,808.236,"
"2018,5100,""Total gross domestic product"",3949,""ACP: Islands States"",326354.176,,4141.774,,310111.122,,3935.633,"
"2018,5100,""Total gross domestic product"",3950,""ACP: Northern Africa"",48363.452,,1156.978,,93561.27,,2238.226,"
"2018,5100,""Total gross domestic product"",398,""Kazakhstan"",179339.978,,9789.505,,202016.211,,11027.317,"
"2018,5100,""Total gross domestic product"",400,""Jordan"",42932.394,,4308.179,,40955.088,,4109.761,"
"2018,5100,""Total gross domestic product"",404,""Kenya"",87778.606,,1708.002,,75515.468,,1469.385,"
"2018,5100,""Total gross domestic product"",408,""Korea, Dem. People's Rep. of"",17487.261,,684.443,,15646.45,,612.395,"
"2018,5100,""Total gross domestic product"",410,""Korea, Republic of"",1724755.499,,33705.261,,1601903.714,,31304.485,"
"2018,5100,""Total gross domestic product"",414,""Kuwait"",140665.476,,33999.227,,113781.389,,27501.27,"
"2018,5100,""Total gross domestic product"",417,""Kyrgyzstan"",8271.106,,1312.036,,7572.252,,1201.177,"
"2018,5100,""Total gross domestic product"",418,""Lao People's Dem. Rep."",18141.664,,2569.096,,17491.187,,2476.98,"
"2018,5100,""Total gross domestic product"",422,""Lebanon"",54961.276,,8012.539,,50149.481,,7311.051,"
"2018,5100,""Total gross domestic product"",426,""Lesotho"",2574.528,,1221.124,,2447.937,,1161.08,"
"2018,5100,""Total gross domestic product"",428,""Latvia"",34416.013,,17846.362,,29951.231,,15531.157,"
"2018,5100,""Total gross domestic product"",430,""Liberia"",2744.957,,569.614,,2755.325,,571.766,"
"2018,5100,""Total gross domestic product"",434,""Libya"",34736.507,,5201.193,,28656.894,,4290.876,"
"2018,5100,""Total gross domestic product"",438,""Liechtenstein"",6839.262,,180369.789,,6878.703,,181409.968,"
"2018,5100,""Total gross domestic product"",440,""Lithuania"",53722.883,,19178.045,,46023.886,,16429.65,"
"2018,5100,""Total gross domestic product"",442,""Luxembourg"",70919.958,,117369.735,,63386.044,,104901.405,"
"2018,5100,""Total gross domestic product"",446,""China, Macao SAR"",55084,,87208.87,,52182.53,,82615.268,"
"2018,5100,""Total gross domestic product"",450,""Madagascar"",13760.033,,523.946,,12629.254,,480.889,"
"2018,5100,""Total gross domestic product"",454,""Malawi"",7180.431,,395.764,,7218.182,,397.845,"
"2018,5100,""Total gross domestic product"",458,""Malaysia"",358712.347,,11377.568,,348947.614,,11067.852,"
"2018,5100,""Total gross domestic product"",462,""Maldives"",5300.946,,10279.068,,5065.804,,9823.104,"
"2018,5100,""Total gross domestic product"",466,""Mali"",17070.868,,894.805,,16251.206,,851.841,"
"2018,5100,""Total gross domestic product"",470,""Malta"",14647.143,,33345.42,,12957.229,,29498.193,"
"2018,5100,""Total gross domestic product"",478,""Mauritania"",7049.17,,1600.879,,6599.718,,1498.808,"
"2018,5100,""Total gross domestic product"",480,""Mauritius"",14181.783,,11191.573,,13078.001,,10320.523,"
"2018,5100,""Total gross domestic product"",484,""Mexico"",1220696.838,,9673.423,,1256427.721,,9956.573,"
"2018,5100,""Total gross domestic product"",492,""Monaco"",7194.257,,185984.612,,6623.343,,171225.449,"
"2018,5100,""Total gross domestic product"",496,""Mongolia"",13108.77,,4134.979,,13526.449,,4266.731,"
"2018,5100,""Total gross domestic product"",498,""Moldova, Republic of"",11457.443,,2827.637,,8830.218,,2179.251,"
"2018,5100,""Total gross domestic product"",499,""Montenegro"",5506.909,,8771.715,,4591.296,,7313.275,"
"2018,5100,""Total gross domestic product"",500,""Montserrat"",62.093,,12435.929,,62.229,,12463.218,"
"2018,5100,""Total gross domestic product"",504,""Morocco"",118096.197,,3277.801,,114688.639,,3183.223,"
"2018,5100,""Total gross domestic product"",508,""Mozambique"",14845.401,,503.302,,17772.244,,602.53,"
"2018,5100,""Total gross domestic product"",5100,""Africa"",2368473.83,,1858.785,,2515099.256,,1973.857,"
"2018,5100,""Total gross domestic product"",5110,""Northern Africa"",666133.217,,2813.937,,822018.536,,3472.441,"
"2018,5100,""Total gross domestic product"",512,""Oman"",79788.769,,16521.206,,72798.206,,15073.728,"
"2018,5100,""Total gross domestic product"",5120,""Sub-Saharan Africa"",1702340.613,,1640.843,,1693080.721,,1631.918,"
"2018,5100,""Total gross domestic product"",5121,""Eastern Africa"",384241.86,,911.776,,368029.044,,873.304,"
"2018,5100,""Total gross domestic product"",5122,""Middle Africa"",244834.361,,1447.68,,236828.237,,1400.341,"
"2018,5100,""Total gross domestic product"",5123,""Southern Africa"",407504.203,,6198.774,,359950.573,,5475.409,"
"2018,5100,""Total gross domestic product"",5124,""Western Africa"",665760.188,,1746.502,,728272.866,,1910.492,"
"2018,5100,""Total gross domestic product"",516,""Namibia"",13454.169,,5495.311,,11289.976,,4611.353,"
"2018,5100,""Total gross domestic product"",520,""Nauru"",138.204,,12942.838,,107.998,,10114.101,"
"2018,5100,""Total gross domestic product"",5200,""America"",27923865.597,,27774.65,,26732112.473,,26589.265,"
"2018,5100,""Total gross domestic product"",5210,""Northern America"",22445060.664,,61085.896,,21314892.818,,58010.06,"
"2018,5100,""Total gross domestic product"",5220,""Latin America and the Caribbean"",5478804.933,,8588.304,,5417219.655,,8491.766,"
"2018,5100,""Total gross domestic product"",5221,""Caribbean"",275144.744,,7024.152,,262010.855,,6688.858,"
"2018,5100,""Total gross domestic product"",5222,""Central America"",1484374.137,,8459.332,,1511377.99,,8613.225,"
"2018,5100,""Total gross domestic product"",5223,""South America"",3719286.052,,8786.512,,3643830.81,,8608.255,"
"2018,5100,""Total gross domestic product"",524,""Nepal"",27957.96,,995.097,,24161.706,,859.978,"
"2018,5100,""Total gross domestic product"",528,""Netherlands"",914043.438,,53579.544,,823802.397,,48289.78,"
"2018,5100,""Total gross domestic product"",5300,""Asia"",32088012.92,,7037.651,,30793800.155,,6753.8,"
"2018,5100,""Total gross domestic product"",531,""Curaçao"",3127.908,,19218.743,,3000.114,,18433.537,"
"2018,5100,""Total gross domestic product"",5310,""Central Asia"",286517.958,,3976.565,,358655.155,,4977.753,"
"2018,5100,""Total gross domestic product"",5320,""Southern Asia"",3931515.239,,2073.787,,3775097.758,,1991.281,"
"2018,5100,""Total gross domestic product"",533,""Aruba"",3203.133,,30262.201,,3065.957,,28966.21,"
"2018,5100,""Total gross domestic product"",5330,""Eastern Asia"",21629978.348,,12979.508,,20616412.984,,12371.298,"
"2018,5100,""Total gross domestic product"",534,""Sint Maarten (Dutch part)"",954,,22748.951,,897.679,,21405.926,"
"2018,5100,""Total gross domestic product"",5340,""Western Asia"",3253269.518,,12056.179,,3182949.027,,11795.58,"
"2018,5100,""Total gross domestic product"",5350,""South-eastern Asia"",2986731.857,,4557.819,,2860685.232,,4365.469,"
"2018,5100,""Total gross domestic product"",540,""New Caledonia"",10173.502,,36335.751,,9269,,33105.228,"
"2018,5100,""Total gross domestic product"",5400,""Europe"",22016833.317,,29379.008,,20462368.487,,27304.748,"
"2018,5100,""Total gross domestic product"",5410,""Eastern Europe"",3281110.293,,11168.207,,2851376.855,,9705.485,"
"2018,5100,""Total gross domestic product"",5420,""Northern Europe"",5010427.861,,47632.802,,5071882.938,,48217.039,"
"2018,5100,""Total gross domestic product"",5430,""Southern Europe"",4239948.329,,27626.656,,3863827.486,,25175.928,"
"2018,5100,""Total gross domestic product"",5440,""Western Europe"",9485346.834,,48159.965,,8675281.208,,44047.018,"
"2018,5100,""Total gross domestic product"",548,""Vanuatu"",914.7,,3125.31,,844.548,,2885.617,"
"2018,5100,""Total gross domestic product"",5500,""Oceania"",1718160.912,,41624.009,,1588107.176,,38473.339,"
"2018,5100,""Total gross domestic product"",554,""New Zealand"",207920.614,,43836.153,,196955.267,,41524.315,"
"2018,5100,""Total gross domestic product"",558,""Nicaragua"",13063.868,,2020.55,,13405.214,,2073.345,"
"2018,5100,""Total gross domestic product"",5600,""Asia and Oceania"",33806173.832,,7347.961,,32381907.331,,7038.388,"
"2018,5100,""Total gross domestic product"",562,""Niger"",12820.995,,571.274,,11469.87,,511.071,"
"2018,5100,""Total gross domestic product"",566,""Nigeria"",421821.319,,2153.526,,500009.621,,2552.702,"
"2018,5100,""Total gross domestic product"",579,""Norway"",434166.615,,81335.682,,404140.085,,75710.587,"
"2018,5100,""Total gross domestic product"",583,""Micronesia (Federated States of)"",401.9,,3568.004,,328.609,,2917.335,"
"2018,5100,""Total gross domestic product"",584,""Marshall Islands"",221.278,,3788.228,,231.705,,3966.736,"
"2018,5100,""Total gross domestic product"",585,""Palau"",285.331,,15930.502,,284.671,,15893.658,"
"2018,5100,""Total gross domestic product"",586,""Pakistan"",284168.611,,1338.976,,314787.011,,1483.247,"
"2018,5100,""Total gross domestic product"",591,""Panama"",64928.273,,15544.727,,62102.218,,14868.13,"
"2018,5100,""Total gross domestic product"",598,""Papua New Guinea"",24215.853,,2813.728,,23659.699,,2749.106,"
"2018,5100,""Total gross domestic product"",600,""Paraguay"",40384.692,,5805.677,,40921.335,,5882.825,"
"2018,5100,""Total gross domestic product"",604,""Peru"",222044.788,,6941.228,,210320.702,,6574.728,"
"2018,5100,""Total gross domestic product"",608,""Philippines"",330910.155,,3102.727,,354667.654,,3325.485,"
"2018,5100,""Total gross domestic product"",616,""Poland"",587409.034,,15490.097,,544288.898,,14353.01,"
"2018,5100,""Total gross domestic product"",620,""Portugal"",242313.117,,23626.032,,216465.717,,21105.857,"
"2018,5100,""Total gross domestic product"",624,""Guinea-Bissau"",1382.454,,737.582,,1218.507,,650.112,"
"2018,5100,""Total gross domestic product"",626,""Timor-Leste"",1559.895,,1230.225,,1563.775,,1233.285,"
"2018,5100,""Total gross domestic product"",630,""Puerto Rico"",100978.908,,33221.139,,94505.388,,31091.41,"
"2018,5100,""Total gross domestic product"",634,""Qatar"",191362.088,,68793.661,,170302.589,,61222.882,"
"2018,5100,""Total gross domestic product"",642,""Romania"",241625.932,,12387.192,,208553.713,,10691.712,"
"2018,5100,""Total gross domestic product"",643,""Russian Federation"",1668456.274,,11448.639,,1430269.962,,9814.248,"
"2018,5100,""Total gross domestic product"",646,""Rwanda"",9636.585,,783.337,,10208.184,,829.801,"
"2018,5100,""Total gross domestic product"",659,""Saint Kitts and Nevis"",1010.822,,19276.521,,957.684,,18263.171,"
"2018,5100,""Total gross domestic product"",660,""Anguilla"",320.487,,21745.62,,327.014,,22188.461,"
"2018,5100,""Total gross domestic product"",662,""Saint Lucia"",2065.874,,11357.821,,1986.383,,10920.792,"
"2018,5100,""Total gross domestic product"",670,""Saint Vincent and the Grenadines"",811.3,,7361.401,,794.25,,7206.699,"
"2018,5100,""Total gross domestic product"",674,""San Marino"",1655.354,,48998.174,,1481.68,,43857.449,"
"2018,5100,""Total gross domestic product"",678,""Sao Tome and Principe"",415.356,,1968.213,,354.412,,1679.421,"
"2018,5100,""Total gross domestic product"",682,""Saudi Arabia"",786521.832,,23337.018,,676339.48,,20067.779,"
"2018,5100,""Total gross domestic product"",686,""Senegal"",23236.009,,1465.594,,21580.552,,1361.178,"
"2018,5100,""Total gross domestic product"",688,""Serbia"",58583.66,,6655.161,,50973.889,,5790.684,"
"2018,5100,""Total gross domestic product"",690,""Seychelles"",1586.053,,16335.229,,1559.799,,16064.838,"
"2018,5100,""Total gross domestic product"",694,""Sierra Leone"",4085.115,,533.992,,4850.079,,633.985,"
"2018,5100,""Total gross domestic product"",702,""Singapore"",373205.553,,64820.731,,343185.205,,59606.605,"
"2018,5100,""Total gross domestic product"",703,""Slovakia"",105701.931,,19384.119,,96612.811,,17717.313,"
"2018,5100,""Total gross domestic product"",704,""Viet Nam"",245213.681,,2566.447,,234736.466,,2456.791,"
"2018,5100,""Total gross domestic product"",705,""Slovenia"",54161.636,,26066.38,,48640.073,,23409.016,"
"2018,5100,""Total gross domestic product"",706,""Somalia"",1553.387,,103.502,,1560.109,,103.95,"
"2018,5100,""Total gross domestic product"",710,""South Africa"",368093.932,,6369.231,,325733.913,,5636.264,"
"2018,5100,""Total gross domestic product"",716,""Zimbabwe"",24311.561,,1683.765,,22077.324,,1529.026,"
"2018,5100,""Total gross domestic product"",724,""Spain"",1422153.84,,30457.628,,1298774.869,,27815.276,"
"2018,5100,""Total gross domestic product"",728,""South Sudan"",4692.955,,427.568,,6121.923,,557.759,"
"2018,5100,""Total gross domestic product"",729,""Sudan"",48363.452,,1156.978,,93561.27,,2238.226,"
"2018,5100,""Total gross domestic product"",740,""Suriname"",3464.594,,6015.055,,4719.665,,8194.048,"
"2018,5100,""Total gross domestic product"",748,""Eswatini"",4718.262,,4152.398,,4307.519,,3790.915,"
"2018,5100,""Total gross domestic product"",752,""Sweden"",555455.371,,55703.568,,539113.433,,54064.725,"
"2018,5100,""Total gross domestic product"",756,""Switzerland"",735889.205,,86315.098,,749798.766,,87946.6,"
"2018,5100,""Total gross domestic product"",757,""Switzerland, Liechtenstein"",742728.467,,86731.557,,756677.469,,88360.442,"
"2018,5100,""Total gross domestic product"",760,""Syrian Arab Republic"",16361.274,,965.548,,18542.906,,1094.296,"
"2018,5100,""Total gross domestic product"",762,""Tajikistan"",7765,,853.217,,10144.508,,1114.677,"
"2018,5100,""Total gross domestic product"",764,""Thailand"",504992.355,,7273.565,,449271.481,,6470.999,"
"2018,5100,""Total gross domestic product"",768,""Togo"",7132.575,,904.106,,6489.549,,822.597,"
"2018,5100,""Total gross domestic product"",776,""Tonga"",479.85,,4649.755,,445.366,,4315.604,"
"2018,5100,""Total gross domestic product"",780,""Trinidad and Tobago"",23680.221,,17038.079,,22872.845,,16457.166,"
"2018,5100,""Total gross domestic product"",784,""United Arab Emirates"",422215.044,,43839.324,,382354.056,,39700.489,"
"2018,5100,""Total gross domestic product"",788,""Tunisia"",39770.98,,3438.848,,45737.437,,3954.746,"
"2018,5100,""Total gross domestic product"",792,""Turkey"",778381.836,,9453.255,,988438.376,,12004.339,"
"2018,5100,""Total gross domestic product"",795,""Turkmenistan"",40749.261,,6964.612,,43272.197,,7395.816,"
"2018,5100,""Total gross domestic product"",796,""Turks and Caicos Islands"",1113.18,,29553.19,,1040.501,,27623.67,"
"2018,5100,""Total gross domestic product"",798,""Tuvalu"",46.039,,4001.664,,42.056,,3655.49,"
"2018,5100,""Total gross domestic product"",800,""Uganda"",29687.999,,694.797,,28972.8,,678.059,"
"2018,5100,""Total gross domestic product"",804,""Ukraine"",130901.895,,2958.492,,98806.522,,2233.11,"
"2018,5100,""Total gross domestic product"",807,""North Macedonia"",12628.853,,6062.947,,10747.732,,5159.846,"
"2018,5100,""Total gross domestic product"",818,""Egypt"",249751.082,,2537.512,,363774.862,,3696.012,"
"2018,5100,""Total gross domestic product"",826,""United Kingdom excl. Channel Islands and Isle of Man"",2857316.525,,42556.525,,3073236.098,,45772.405,"
"2018,5100,""Total gross domestic product"",834,""Tanzania, United Republic of"",58624.29,,1041.035,,59262.928,,1052.376,"
"2018,5100,""Total gross domestic product"",840,""United States of America excluding Puerto Rico and United States Virgin Islands"",20611861,,63014.664,,19551981.543,,59774.396,"
"2018,5100,""Total gross domestic product"",841,""United States of America including Puerto Rico"",20712839.908,,62740.351,,19646486.931,,59510.308,"
"2018,5100,""Total gross domestic product"",842,""United States of America"",20712839.908,,62720.465,,19646486.931,,59491.446,"
"2018,5100,""Total gross domestic product"",854,""Burkina Faso"",16059.912,,813.1,,14200.357,,718.952,"
"2018,5100,""Total gross domestic product"",858,""Uruguay"",59596.966,,17278.039,,56478.853,,16374.052,"
"2018,5100,""Total gross domestic product"",860,""Uzbekistan"",50392.613,,1551.677,,95649.986,,2945.23,"
"2018,5100,""Total gross domestic product"",862,""Venezuela (Bolivarian Rep. of)"",203989.676,,7061.614,,193500.353,,6698.5,"
"2018,5100,""Total gross domestic product"",882,""Samoa"",833.548,,4250.021,,816.069,,4160.899,"
"2018,5100,""Total gross domestic product"",887,""Yemen"",22902.92,,803.648,,20222.668,,709.6,"
"2018,5100,""Total gross domestic product"",894,""Zambia"",27005.127,,1556.338,,23309.255,,1343.34,"
"2018,5100,""Total gross domestic product"",926,""United Kingdom"",2857316.525,,42395.781,,3073236.098,,45599.514,"
"2019,5100,""Total gross domestic product"",0000,""World"",87445066.061,,11338.682,,84087697.64,,10903.344,"
"2019,5100,""Total gross domestic product"",004,""Afghanistan"",17876.546,,469.919,,20634.468,,542.416,"
"2019,5100,""Total gross domestic product"",008,""Albania"",15278.073,,5303.205,,12990.264,,4509.079,"
"2019,5100,""Total gross domestic product"",012,""Algeria"",171157.863,,3975.51,,177004.229,,4111.305,"
"2019,5100,""Total gross domestic product"",020,""Andorra"",3154.137,,40885.302,,3002.849,,38924.234,"
"2019,5100,""Total gross domestic product"",024,""Angola"",85000.612,,2670.85,,109100.185,,3428.096,"
"2019,5100,""Total gross domestic product"",028,""Antigua and Barbuda"",1661.963,,17113.35,,1607.753,,16555.142,"
"2019,5100,""Total gross domestic product"",031,""Azerbaijan"",48047.647,,4781.946,,53462.818,,5320.891,"
"2019,5100,""Total gross domestic product"",032,""Argentina"",449663.525,,10041.464,,618573.246,,13813.397,"
"2019,5100,""Total gross domestic product"",036,""Australia"",1380207.833,,54763.198,,1338551.384,,53110.374,"
"2019,5100,""Total gross domestic product"",040,""Austria"",445075.392,,49700.729,,414849.623,,46325.474,"
"2019,5100,""Total gross domestic product"",044,""Bahamas"",13578.8,,34863.384,,12774.458,,32798.247,"
"2019,5100,""Total gross domestic product"",048,""Bahrain"",38574.069,,23504.092,,34709.235,,21149.157,"
"2019,5100,""Total gross domestic product"",050,""Bangladesh"",301051.102,,1846.416,,260697.102,,1598.916,"
"2019,5100,""Total gross domestic product"",051,""Armenia"",13672.801,,4622.738,,12865.905,,4349.928,"
"2019,5100,""Total gross domestic product"",052,""Barbados"",5209.205,,18149.211,,4822.311,,16801.249,"
"2019,5100,""Total gross domestic product"",056,""Belgium"",533097.456,,46198.318,,492590.235,,42687.956,"
"2019,5100,""Total gross domestic product"",060,""Bermuda"",7361.2,,117764.126,,7021.864,,112335.438,"
"2019,5100,""Total gross domestic product"",064,""Bhutan"",2564.46,,3360.608,,2424.756,,3177.533,"
"2019,5100,""Total gross domestic product"",068,""Bolivia (Plurinational State of)"",40895.323,,3552.068,,38193.23,,3317.371,"
"2019,5100,""Total gross domestic product"",070,""Bosnia and Herzegovina"",20164.35,,6108.562,,18377.192,,5567.162,"
"2019,5100,""Total gross domestic product"",072,""Botswana"",18340.573,,7961.345,,16650.887,,7227.879,"
"2019,5100,""Total gross domestic product"",076,""Brazil"",1847795.847,,8755.272,,1809837.236,,8575.415,"
"2019,5100,""Total gross domestic product"",084,""Belize"",1879.617,,4815.197,,1798.971,,4608.599,"
"2019,5100,""Total gross domestic product"",090,""Solomon Islands"",1302.684,,1944.824,,1256.393,,1875.714,"
"2019,5100,""Total gross domestic product"",092,""British Virgin Islands"",1296.954,,43184.305,,1338.405,,44564.469,"
"2019,5100,""Total gross domestic product"",096,""Brunei Darussalam"",13469.24,,31085.54,,13278.737,,30645.88,"
"2019,5100,""Total gross domestic product"",100,""Bulgaria"",67925.569,,9703.491,,57972.373,,8281.629,"
"2019,5100,""Total gross domestic product"",104,""Myanmar"",76784.534,,1420.741,,78892.717,,1459.748,"
"2019,5100,""Total gross domestic product"",108,""Burundi"",3002.35,,260.382,,3125.755,,271.084,"
"2019,5100,""Total gross domestic product"",112,""Belarus"",63080.961,,6673.533,,58969.001,,6238.516,"
"2019,5100,""Total gross domestic product"",116,""Cambodia"",27097.964,,1643.641,,23744.444,,1440.232,"
"2019,5100,""Total gross domestic product"",120,""Cameroon"",38861.362,,1501.808,,36193.74,,1398.717,"
"2019,5100,""Total gross domestic product"",124,""Canada"",1741496.79,,46550.347,,1689713.991,,45166.188,"
"2019,5100,""Total gross domestic product"",132,""Cabo Verde"",1981.846,,3603.776,,1914.349,,3481.039,"
"2019,5100,""Total gross domestic product"",136,""Cayman Islands"",6020.184,,92693.798,,5474.634,,84293.873,"
"2019,5100,""Total gross domestic product"",140,""Central African Republic"",2220.306,,467.908,,1982.908,,417.879,"
"2019,5100,""Total gross domestic product"",144,""Sri Lanka"",84008.774,,3939.684,,92176.186,,4322.704,"
"2019,5100,""Total gross domestic product"",148,""Chad"",11271.664,,706.826,,11696.071,,733.439,"
"2019,5100,""Total gross domestic product"",152,""Chile"",282318.16,,14896.456,,263707.587,,13914.473,"
"2019,5100,""Total gross domestic product"",156,""China"",14342933.965,,10003.555,,14317697.56,,9985.954,"
"2019,5100,""Total gross domestic product"",158,""China, Taiwan Province of"",610692.211,,25687.527,,595359.658,,25042.594,"
"2019,5100,""Total gross domestic product"",170,""Colombia"",323802.808,,6432.388,,321661.828,,6389.857,"
"2019,5100,""Total gross domestic product"",174,""Comoros"",1165.841,,1370.141,,1122.868,,1319.638,"
"2019,5100,""Total gross domestic product"",178,""Congo"",12397.371,,2304.128,,9354.687,,1738.626,"
"2019,5100,""Total gross domestic product"",180,""Congo, Dem. Rep. of the"",47319.624,,545.216,,44487.537,,512.585,"
"2019,5100,""Total gross domestic product"",184,""Cook Islands"",379.098,,21604.696,,384.357,,21904.421,"
"2019,5100,""Total gross domestic product"",188,""Costa Rica"",61773.945,,12238.375,,62152.519,,12313.376,"
"2019,5100,""Total gross domestic product"",191,""Croatia"",60415.174,,14627.312,,55883.625,,13530.165,"
"2019,5100,""Total gross domestic product"",192,""Cuba"",105354.943,,9295.901,,93073.123,,8212.225,"
"2019,5100,""Total gross domestic product"",196,""Cyprus"",24565.301,,27886.942,,23659.341,,26858.481,"
"2019,5100,""Total gross domestic product"",203,""Czechia"",250680.505,,23451.727,,214106.164,,20030.115,"
"2019,5100,""Total gross domestic product"",204,""Benin"",14403.22,,1220.493,,14169.079,,1200.652,"
"2019,5100,""Total gross domestic product"",208,""Denmark"",350104.328,,60656.928,,337661.338,,58501.132,"
"2019,5100,""Total gross domestic product"",2101,""Developed economies: Asia and Oceania"",7064540.919,,42720.654,,6437176.834,,38926.862,"
"2019,5100,""Total gross domestic product"",2102,""Developing economies: Asia and Oceania"",27631317.389,,6172.333,,27139259.8,,6062.416,"
"2019,5100,""Total gross domestic product"",2103,""Developed economies: Asia"",5477564.413,,40460.76,,4898736.185,,36185.168,"
"2019,5100,""Total gross domestic product"",2104,""Developing economies: Asia"",27579691.753,,6177.149,,27088524.719,,6067.14,"
"2019,5100,""Total gross domestic product"",2105,""Developed economies: Oceania"",1586976.506,,52923.452,,1538440.649,,51304.849,"
