,Year,FlagOfRegistration,FlagOfRegistration Label,BeneficialOwnership,BeneficialOwnership Label,Dead weight tons in thousands,Percentage of total fleet,Number of ships
51189,2020,208,Denmark,2416,Major net food-exporting economies,19258.879,83.68361,405
51190,2020,208,Denmark,242,Fiji,0.0,0.0,0
51191,2020,208,Denmark,2420,Net food-importing developing economies,1388.467,6.03316,13
51192,2020,208,Denmark,2421,Net food-importing transition economies,0.0,0.0,0
51193,2020,208,Denmark,2422,Net food-importing developed economies,2323.088,10.09427,39
51194,2020,208,Denmark,2423,Major net food-importing economies,3711.555,16.12743,52
51195,2020,208,Denmark,246,Finland,0.0,0.0,0
51196,2020,208,Denmark,250,"France, metropolitan",0.0,0.0,0
51197,2020,208,Denmark,2508,Industrialized economies (UNIDO),21883.381,95.08758,455
51198,2020,208,Denmark,2509,EIEs (Emerging Industrial Economies) (UNIDO),1130.54,4.91242,8
51199,2020,208,Denmark,251,France,0.0,0.0,0
51200,2020,208,Denmark,2510,Emerging markets,1388.467,6.03316,13
51201,2020,208,Denmark,2511,Emerging markets: Africa,0.0,0.0,0
51202,2020,208,Denmark,2512,Emerging markets: America,0.0,0.0,0
51203,2020,208,Denmark,2513,Emerging markets: Asia,1388.467,6.03316,13
51204,2020,208,Denmark,2514,Emerging markets: Europe and Kazakhstan,0.0,0.0,0
51205,2020,208,Denmark,258,French Polynesia,0.0,0.0,0
51206,2020,208,Denmark,2611,HIPCs (Heavily indebted poor countries) (IMF),0.0,0.0,0
51207,2020,208,Denmark,262,Djibouti,0.0,0.0,0
51208,2020,208,Denmark,2621,High-income developing economies,1388.467,6.03316,13
51209,2020,208,Denmark,2622,Middle-income developing economies,0.0,0.0,0
51210,2020,208,Denmark,2623,Low-income developing economies,0.0,0.0,0
51211,2020,208,Denmark,2624,Low-income economies (World Bank),0.0,0.0,0
51212,2020,208,Denmark,2625,Lower-middle-income economies (World Bank),0.0,0.0,0
51213,2020,208,Denmark,2626,Upper-middle-income economies (World Bank),1130.54,4.91242,8
51214,2020,208,Denmark,2627,High-income economies (World Bank),21883.381,95.08758,455
51215,2020,208,Denmark,2628,High-income OECD members (World Bank),21581.967,93.77788,444
51216,2020,208,Denmark,2629,High-income non OECD members (World Bank),301.414,1.3097,11
51217,2020,208,Denmark,266,Gabon,0.0,0.0,0
51218,2020,208,Denmark,268,Georgia,0.0,0.0,0
51219,2020,208,Denmark,270,Gambia,0.0,0.0,0
51220,2020,208,Denmark,2710,BASIC,1130.54,4.91242,8
51221,2020,208,Denmark,2711,BRICS,1130.54,4.91242,8
51222,2020,208,Denmark,276,Germany,1680.513,7.30216,16
51223,2020,208,Denmark,288,Ghana,0.0,0.0,0
51224,2020,208,Denmark,292,Gibraltar,0.0,0.0,0
51225,2020,208,Denmark,296,Kiribati,0.0,0.0,0
51226,2020,208,Denmark,300,Greece,0.0,0.0,0
51227,2020,208,Denmark,304,Greenland,43.487,0.18896,6
51228,2020,208,Denmark,308,Grenada,0.0,0.0,0
51229,2020,208,Denmark,3101,AMU (Arab Maghreb Union),0.0,0.0,0
51230,2020,208,Denmark,3102,COMESA (Common Market for Eastern and Southern Africa),0.0,0.0,0
51231,2020,208,Denmark,3103,ECCAS (Economic Community of Central African States),0.0,0.0,0
51232,2020,208,Denmark,3104,ECOWAS (Economic Community of West African States),0.0,0.0,0
51233,2020,208,Denmark,3105,MRU (Mano River Union),0.0,0.0,0
51234,2020,208,Denmark,3106,SADC (Southern African Development Community),0.0,0.0,0
51235,2020,208,Denmark,3107,CEMAC (Economic and Monetary Community of Central Africa),0.0,0.0,0
51236,2020,208,Denmark,3108,WAEMU (West African Economic and Monetary Union),0.0,0.0,0
51237,2020,208,Denmark,3109,CEPGL (Economic Community of the Great Lakes Countries),0.0,0.0,0
51238,2020,208,Denmark,3110,EAC (East African Community),0.0,0.0,0
51239,2020,208,Denmark,3111,SACU (Southern African Customs Union),0.0,0.0,0
51240,2020,208,Denmark,3112,CEN-SAD (Community of Sahel-Saharan States),0.0,0.0,0
51241,2020,208,Denmark,3113,IGAD (Intergovernmental Authority on Development),0.0,0.0,0
51242,2020,208,Denmark,3114,United Nations member States,22970.434,99.81104,457
51243,2020,208,Denmark,312,Guadeloupe,0.0,0.0,0
51244,2020,208,Denmark,316,Guam,0.0,0.0,0
51245,2020,208,Denmark,320,Guatemala,0.0,0.0,0
51246,2020,208,Denmark,3201,CAN (Andean Community),0.0,0.0,0
51247,2020,208,Denmark,3202,CACM (Central American Common Market),0.0,0.0,0
51248,2020,208,Denmark,3203,CARICOM (Caribbean Community),0.0,0.0,0
51249,2020,208,Denmark,3204,FTAA (Free Trade Area of the Americas),0.0,0.0,0
51250,2020,208,Denmark,3205,LAIA (Latin American Integration Association),0.0,0.0,0
51251,2020,208,Denmark,3206,NAFTA (North American Free Trade Agreement),0.0,0.0,0
51252,2020,208,Denmark,3207,OECS (Organisation of Eastern Caribbean States),0.0,0.0,0
51253,2020,208,Denmark,3208,MERCOSUR (Southern Common Market),0.0,0.0,0
51254,2020,208,Denmark,3209,ALBA-TCP (Bolivarian Alliance for the Peoples of Our America - Peoples' Trade Treaty),0.0,0.0,0
51255,2020,208,Denmark,3210,UNASUR (Union of South American Nations),0.0,0.0,0
51256,2020,208,Denmark,3211,ACS (Association of Caribbean States),0.0,0.0,0
51257,2020,208,Denmark,324,Guinea,0.0,0.0,0
51258,2020,208,Denmark,328,Guyana,0.0,0.0,0
51259,2020,208,Denmark,3301,ASEAN (Association of Southeast Asian Nations),257.927,1.12074,5
51260,2020,208,Denmark,3302,APTA (Asia-Pacific Trade Agreement),1130.54,4.91242,8
51261,2020,208,Denmark,3303,GCC (The Cooperation Council for the Arab States of the Gulf),0.0,0.0,0
51262,2020,208,Denmark,3304,SAARC (South Asian Association for Regional Cooperation),0.0,0.0,0
51263,2020,208,Denmark,3305,"ASEAN (Association of Southeast Asian Nations) plus China, Japan and Republic of Korea",1414.491,6.14624,14
51264,2020,208,Denmark,3306,ECO (Economic Cooperation Organization),0.0,0.0,0
51265,2020,208,Denmark,3307,African Union,0.0,0.0,0
51266,2020,208,Denmark,3310,"ADB (African Development Bank), developing member countries",1130.54,4.91242,8
51267,2020,208,Denmark,3311,ADB: Group A,0.0,0.0,0
51268,2020,208,Denmark,3312,ADB: Group B,0.0,0.0,0
51269,2020,208,Denmark,3313,ADB: Group C,1130.54,4.91242,8
51270,2020,208,Denmark,332,Haiti,0.0,0.0,0
51271,2020,208,Denmark,3320,ECA (Economic Commission for Africa),0.0,0.0,0
51272,2020,208,Denmark,3321,ECA: North Africa,0.0,0.0,0
51273,2020,208,Denmark,3322,ECA: East Africa,0.0,0.0,0
51274,2020,208,Denmark,3323,ECA: Central Africa,0.0,0.0,0
51275,2020,208,Denmark,3324,ECA: Southern Africa,0.0,0.0,0
51276,2020,208,Denmark,3325,ECA: West Africa,0.0,0.0,0
51277,2020,208,Denmark,3330,ECLAC (Economic Commission for Latin America and the Caribbean),0.0,0.0,0
51278,2020,208,Denmark,3331,ECLAC: Caribbean,0.0,0.0,0
51279,2020,208,Denmark,3332,ECLAC: Latin America,0.0,0.0,0
51280,2020,208,Denmark,3340,ESCAP (Economic and Social Commission for Asia and the Pacific),1414.491,6.14624,14
51281,2020,208,Denmark,3341,ESCAP: Africa,0.0,0.0,0
51282,2020,208,Denmark,3342,ESCAP: Latin America,0.0,0.0,0
51283,2020,208,Denmark,3343,ESCAP: Europe,21555.943,93.6648,443
51284,2020,208,Denmark,3344,ESCAP: East and North-East Asia (ENEA),1156.564,5.0255,9
51285,2020,208,Denmark,3345,ESCAP: North and Central Asia,0.0,0.0,0
51286,2020,208,Denmark,3346,ESCAP: South and South-West Asia,0.0,0.0,0
51287,2020,208,Denmark,3347,ESCAP: Pacific,0.0,0.0,0
51288,2020,208,Denmark,3348,ESCAP: Pacific island developing economies (PIDE),1156.564,5.0255,9
51289,2020,208,Denmark,3349,ESCAP: Other area,0.0,0.0,0
51290,2020,208,Denmark,3350,"ESCAP: East and North-East Asia, incl. the Russian Federation",1156.564,5.0255,9
51291,2020,208,Denmark,3355,UNECE (Economic Commission for Europe),21555.943,93.6648,443
51292,2020,208,Denmark,3360,"UNECE: Eastern Europe, Caucasus and Central Asia",0.0,0.0,0
51293,2020,208,Denmark,3361,UNECE: West Balkans,0.0,0.0,0
51294,2020,208,Denmark,3370,ESCWA (Economic and Social Commission for Western Asia),0.0,0.0,0
51295,2020,208,Denmark,3371,ESCWA: Arab countries,0.0,0.0,0
51296,2020,208,Denmark,340,Honduras,0.0,0.0,0
51297,2020,208,Denmark,3401,EFTA (European Free Trade Association),19.609,0.0852,7
51298,2020,208,Denmark,3402,EU25 (European Union 2004 … 2007),21536.334,93.57959,436
51299,2020,208,Denmark,3404,EU15 (European Union 1995 … 2004),21536.334,93.57959,436
51300,2020,208,Denmark,3406,Euro area,1682.629,7.31135,17
51301,2020,208,Denmark,3408,EU27 (European Union 2007 … 2013),21536.334,93.57959,436
51302,2020,208,Denmark,3410,EU28 (European Union 2013 … 2020),21536.334,93.57959,436
51303,2020,208,Denmark,3411,CEFTA (Central European Free Trade Agreement),0.0,0.0,0
51304,2020,208,Denmark,3412,European Union (2020 …),21123.012,91.78363,430
51305,2020,208,Denmark,344,"China, Hong Kong SAR",0.0,0.0,0
51306,2020,208,Denmark,3501,MSG (Melanesian Spearhead Group),0.0,0.0,0
51307,2020,208,Denmark,352,Iceland,0.0,0.0,0
51308,2020,208,Denmark,356,India,0.0,0.0,0
51309,2020,208,Denmark,360,Indonesia,0.0,0.0,0
51310,2020,208,Denmark,3601,Northern America and Europe,21599.43,93.85376,449
51311,2020,208,Denmark,3602,Central and Southern Asia,0.0,0.0,0
51312,2020,208,Denmark,3603,Eastern and South-Eastern Asia,1414.491,6.14624,14
51313,2020,208,Denmark,3604,Western Asia and Northern Africa,0.0,0.0,0
51314,2020,208,Denmark,364,Iran (Islamic Republic of),0.0,0.0,0
51315,2020,208,Denmark,368,Iraq,0.0,0.0,0
51316,2020,208,Denmark,372,Ireland,0.0,0.0,0
51317,2020,208,Denmark,376,Israel,0.0,0.0,0
51318,2020,208,Denmark,380,Italy,2.116,0.00919,1
51319,2020,208,Denmark,384,Côte d'Ivoire,0.0,0.0,0
51320,2020,208,Denmark,388,Jamaica,0.0,0.0,0
51321,2020,208,Denmark,3901,APEC (Asia-Pacific Economic Cooperation),1414.491,6.14624,14
51322,2020,208,Denmark,3903,CIS (Commonwealth of Independent States),0.0,0.0,0
51323,2020,208,Denmark,3905,OECD (Organisation for Economic Cooperation and Development),21581.967,93.77788,444
51324,2020,208,Denmark,3906,OPEC (Organization of the Petroleum Exporting Countries),0.0,0.0,0
51325,2020,208,Denmark,3907,"ACP (African, Caribbean and Pacific Group of States)",0.0,0.0,0
51326,2020,208,Denmark,3908,LAS (League of Arab States),0.0,0.0,0
51327,2020,208,Denmark,3909,OIC (Organisation of Islamic Cooperation),0.0,0.0,0
51328,2020,208,Denmark,3910,OAS (Organization of American States),0.0,0.0,0
51329,2020,208,Denmark,3912,G7 (Group of Seven),2121.975,9.2204,24
51330,2020,208,Denmark,3913,G8 (Group of Eight),2121.975,9.2204,24
51331,2020,208,Denmark,3916,G20 (Group of Twenty),22692.898,98.60509,445
51332,2020,208,Denmark,3919,G-77 (Group of 77),1388.467,6.03316,13
51333,2020,208,Denmark,392,Japan,26.024,0.11308,1
51334,2020,208,Denmark,3921,GSTP (Global System of Trade Preferences among Developing Countries),257.927,1.12074,5
51335,2020,208,Denmark,3922,GSTP: Africa,0.0,0.0,0
51336,2020,208,Denmark,3923,GSTP: Latin America,0.0,0.0,0
51337,2020,208,Denmark,3924,GSTP: Asia,257.927,1.12074,5
51338,2020,208,Denmark,3932,TPP (Trans-Pacific Partnership),283.951,1.23382,6
51339,2020,208,Denmark,3940,ACP: Africa,0.0,0.0,0
51340,2020,208,Denmark,3941,ACP: Western Africa,0.0,0.0,0
51341,2020,208,Denmark,3942,ACP: Eastern Africa,0.0,0.0,0
51342,2020,208,Denmark,3943,ACP: Central Africa,0.0,0.0,0
51343,2020,208,Denmark,3944,ACP: Southern Africa,0.0,0.0,0
51344,2020,208,Denmark,3945,ACP: Caribbean,0.0,0.0,0
51345,2020,208,Denmark,3946,ACP: Pacific,0.0,0.0,0
51346,2020,208,Denmark,3947,ACP: LDCs,0.0,0.0,0
51347,2020,208,Denmark,3948,ACP: LLDCs,0.0,0.0,0
51348,2020,208,Denmark,3949,ACP: islands states,0.0,0.0,0
51349,2020,208,Denmark,3950,ACP: Northern Africa,0.0,0.0,0
51350,2020,208,Denmark,398,Kazakhstan,0.0,0.0,0
51351,2020,208,Denmark,400,Jordan,0.0,0.0,0
51352,2020,208,Denmark,404,Kenya,0.0,0.0,0
51353,2020,208,Denmark,408,"Korea, Dem. People's Rep. of",0.0,0.0,0
51354,2020,208,Denmark,410,"Korea, Republic of",0.0,0.0,0
51355,2020,208,Denmark,414,Kuwait,0.0,0.0,0
51356,2020,208,Denmark,418,Lao People's Dem. Rep.,0.0,0.0,0
51357,2020,208,Denmark,422,Lebanon,0.0,0.0,0
51358,2020,208,Denmark,428,Latvia,0.0,0.0,0
51359,2020,208,Denmark,430,Liberia,0.0,0.0,0
51360,2020,208,Denmark,434,Libya,0.0,0.0,0
51361,2020,208,Denmark,438,Liechtenstein,0.0,0.0,0
51362,2020,208,Denmark,440,Lithuania,0.0,0.0,0
51363,2020,208,Denmark,442,Luxembourg,0.0,0.0,0
51364,2020,208,Denmark,446,"China, Macao SAR",0.0,0.0,0
51365,2020,208,Denmark,450,Madagascar,0.0,0.0,0
51366,2020,208,Denmark,458,Malaysia,0.0,0.0,0
51367,2020,208,Denmark,462,Maldives,0.0,0.0,0
51368,2020,208,Denmark,470,Malta,0.0,0.0,0
51369,2020,208,Denmark,474,Martinique,0.0,0.0,0
51370,2020,208,Denmark,478,Mauritania,0.0,0.0,0
51371,2020,208,Denmark,480,Mauritius,0.0,0.0,0
51372,2020,208,Denmark,484,Mexico,0.0,0.0,0
51373,2020,208,Denmark,492,Monaco,0.0,0.0,0
51374,2020,208,Denmark,496,Mongolia,0.0,0.0,0
51375,2020,208,Denmark,498,"Moldova, Republic of",0.0,0.0,0
51376,2020,208,Denmark,499,Montenegro,0.0,0.0,0
51377,2020,208,Denmark,504,Morocco,0.0,0.0,0
51378,2020,208,Denmark,508,Mozambique,0.0,0.0,0
51379,2020,208,Denmark,5100,Africa,0.0,0.0,0
51380,2020,208,Denmark,5110,Northern Africa,0.0,0.0,0
51381,2020,208,Denmark,512,Oman,0.0,0.0,0
51382,2020,208,Denmark,5120,Sub-Saharan Africa,0.0,0.0,0
51383,2020,208,Denmark,5121,Eastern Africa,0.0,0.0,0
51384,2020,208,Denmark,5122,Middle Africa,0.0,0.0,0
51385,2020,208,Denmark,5123,Southern Africa,0.0,0.0,0
51386,2020,208,Denmark,5124,Western Africa,0.0,0.0,0
51387,2020,208,Denmark,516,Namibia,0.0,0.0,0
51388,2020,208,Denmark,5200,America,43.487,0.18896,6
51389,2020,208,Denmark,5210,Northern America,43.487,0.18896,6
51390,2020,208,Denmark,5220,Latin America and the Caribbean,0.0,0.0,0
51391,2020,208,Denmark,5221,Caribbean,0.0,0.0,0
51392,2020,208,Denmark,5222,Central America,0.0,0.0,0
51393,2020,208,Denmark,5223,South America,0.0,0.0,0
51394,2020,208,Denmark,528,Netherlands,0.0,0.0,0
51395,2020,208,Denmark,5300,Asia,1414.491,6.14624,14
51396,2020,208,Denmark,531,Curaçao,0.0,0.0,0
51397,2020,208,Denmark,5310,Central Asia,0.0,0.0,0
51398,2020,208,Denmark,5320,Southern Asia,0.0,0.0,0
51399,2020,208,Denmark,533,Aruba,0.0,0.0,0
51400,2020,208,Denmark,5330,Eastern Asia,1156.564,5.0255,9
51401,2020,208,Denmark,5340,Western Asia,0.0,0.0,0
51402,2020,208,Denmark,535,"Bonaire, Sint Eustatius and Saba",0.0,0.0,0
51403,2020,208,Denmark,5350,South-eastern Asia,257.927,1.12074,5
51404,2020,208,Denmark,540,New Caledonia,0.0,0.0,0
51405,2020,208,Denmark,5400,Europe,21555.943,93.6648,443
51406,2020,208,Denmark,5410,Eastern Europe,0.0,0.0,0
51407,2020,208,Denmark,5420,Northern Europe,19873.314,86.35345,426
51408,2020,208,Denmark,5430,Southern Europe,2.116,0.00919,1
51409,2020,208,Denmark,5440,Western Europe,1680.513,7.30216,16
51410,2020,208,Denmark,548,Vanuatu,0.0,0.0,0
51411,2020,208,Denmark,5500,Oceania,0.0,0.0,0
51412,2020,208,Denmark,554,New Zealand,0.0,0.0,0
51413,2020,208,Denmark,558,Nicaragua,0.0,0.0,0
51414,2020,208,Denmark,5600,Asia and Oceania,1414.491,6.14624,14
51415,2020,208,Denmark,566,Nigeria,0.0,0.0,0
51416,2020,208,Denmark,579,Norway,19.609,0.0852,7
51417,2020,208,Denmark,580,Northern Mariana Islands,0.0,0.0,0
51418,2020,208,Denmark,583,Micronesia (Federated States of),0.0,0.0,0
51419,2020,208,Denmark,584,Marshall Islands,0.0,0.0,0
51420,2020,208,Denmark,585,Palau,0.0,0.0,0
51421,2020,208,Denmark,586,Pakistan,0.0,0.0,0
51422,2020,208,Denmark,591,Panama,0.0,0.0,0
51423,2020,208,Denmark,598,Papua New Guinea,0.0,0.0,0
51424,2020,208,Denmark,600,Paraguay,0.0,0.0,0
51425,2020,208,Denmark,604,Peru,0.0,0.0,0
51426,2020,208,Denmark,608,Philippines,0.0,0.0,0
51427,2020,208,Denmark,616,Poland,0.0,0.0,0
51428,2020,208,Denmark,620,Portugal,0.0,0.0,0
51429,2020,208,Denmark,624,Guinea-Bissau,0.0,0.0,0
51430,2020,208,Denmark,626,Timor-Leste,0.0,0.0,0
51431,2020,208,Denmark,634,Qatar,0.0,0.0,0
51432,2020,208,Denmark,638,Réunion,0.0,0.0,0
51433,2020,208,Denmark,642,Romania,0.0,0.0,0
51434,2020,208,Denmark,643,Russian Federation,0.0,0.0,0
51435,2020,208,Denmark,652,Saint Barthélemy,0.0,0.0,0
51436,2020,208,Denmark,654,Saint Helena,0.0,0.0,0
51437,2020,208,Denmark,659,Saint Kitts and Nevis,0.0,0.0,0
51438,2020,208,Denmark,660,Anguilla,0.0,0.0,0
51439,2020,208,Denmark,662,Saint Lucia,0.0,0.0,0
51440,2020,208,Denmark,666,Saint Pierre and Miquelon,0.0,0.0,0
51441,2020,208,Denmark,670,Saint Vincent and the Grenadines,0.0,0.0,0
51442,2020,208,Denmark,678,Sao Tome and Principe,0.0,0.0,0
51443,2020,208,Denmark,682,Saudi Arabia,0.0,0.0,0
51444,2020,208,Denmark,686,Senegal,0.0,0.0,0
51445,2020,208,Denmark,690,Seychelles,0.0,0.0,0
51446,2020,208,Denmark,694,Sierra Leone,0.0,0.0,0
51447,2020,208,Denmark,702,Singapore,257.927,1.12074,5
51448,2020,208,Denmark,704,Viet Nam,0.0,0.0,0
51449,2020,208,Denmark,705,Slovenia,0.0,0.0,0
51450,2020,208,Denmark,706,Somalia,0.0,0.0,0
51451,2020,208,Denmark,710,South Africa,0.0,0.0,0
51452,2020,208,Denmark,724,Spain,0.0,0.0,0
51453,2020,208,Denmark,729,Sudan,0.0,0.0,0
51454,2020,208,Denmark,740,Suriname,0.0,0.0,0
51455,2020,208,Denmark,752,Sweden,201.113,0.87388,15
51456,2020,208,Denmark,756,Switzerland,0.0,0.0,0
51457,2020,208,Denmark,757,"Switzerland, Liechtenstein",0.0,0.0,0
51458,2020,208,Denmark,760,Syrian Arab Republic,0.0,0.0,0
51459,2020,208,Denmark,764,Thailand,0.0,0.0,0
51460,2020,208,Denmark,768,Togo,0.0,0.0,0
51461,2020,208,Denmark,772,Tokelau,0.0,0.0,0
51462,2020,208,Denmark,776,Tonga,0.0,0.0,0
51463,2020,208,Denmark,780,Trinidad and Tobago,0.0,0.0,0
51464,2020,208,Denmark,784,United Arab Emirates,0.0,0.0,0
51465,2020,208,Denmark,788,Tunisia,0.0,0.0,0
51466,2020,208,Denmark,792,Turkey,0.0,0.0,0
51467,2020,208,Denmark,795,Turkmenistan,0.0,0.0,0
51468,2020,208,Denmark,796,Turks and Caicos Islands,0.0,0.0,0
51469,2020,208,Denmark,798,Tuvalu,0.0,0.0,0
51470,2020,208,Denmark,804,Ukraine,0.0,0.0,0
51471,2020,208,Denmark,818,Egypt,0.0,0.0,0
51472,2020,208,Denmark,830,Channel Islands,0.0,0.0,0
51473,2020,208,Denmark,834,"Tanzania, United Republic of",0.0,0.0,0
51474,2020,208,Denmark,841,United States of America including Puerto Rico,0.0,0.0,0
51475,2020,208,Denmark,842,United States of America,0.0,0.0,0
51476,2020,208,Denmark,850,United States Virgin Islands,0.0,0.0,0
51477,2020,208,Denmark,858,Uruguay,0.0,0.0,0
51478,2020,208,Denmark,862,Venezuela (Bolivarian Rep. of),0.0,0.0,0
51479,2020,208,Denmark,876,Wallis and Futuna Islands,0.0,0.0,0
51480,2020,208,Denmark,882,Samoa,0.0,0.0,0
51481,2020,208,Denmark,887,Yemen,0.0,0.0,0
51482,2020,208,Denmark,926,United Kingdom,413.322,1.79597,6
51483,2020,300,Greece,0000,World,68514.012,100.0,735
51484,2020,300,Greece,0000u,World n.e.s.,25.215,0.0368,7
51485,2020,300,Greece,008,Albania,3.05,0.00445,1
51486,2020,300,Greece,012,Algeria,0.0,0.0,0
51487,2020,300,Greece,016,American Samoa,0.0,0.0,0
51488,2020,300,Greece,024,Angola,0.0,0.0,0
51489,2020,300,Greece,028,Antigua and Barbuda,0.0,0.0,0
51490,2020,300,Greece,031,Azerbaijan,0.0,0.0,0
51491,2020,300,Greece,032,Argentina,0.0,0.0,0
51492,2020,300,Greece,036,Australia,0.0,0.0,0
51493,2020,300,Greece,040,Austria,0.0,0.0,0
51494,2020,300,Greece,044,Bahamas,0.0,0.0,0
51495,2020,300,Greece,048,Bahrain,0.0,0.0,0
51496,2020,300,Greece,050,Bangladesh,0.0,0.0,0
51497,2020,300,Greece,052,Barbados,0.0,0.0,0
51498,2020,300,Greece,056,Belgium,3126.24,4.56292,17
51499,2020,300,Greece,060,Bermuda,0.0,0.0,0
51500,2020,300,Greece,068,Bolivia (Plurinational State of),0.0,0.0,0
51501,2020,300,Greece,076,Brazil,0.0,0.0,0
51502,2020,300,Greece,084,Belize,0.0,0.0,0
51503,2020,300,Greece,090,Solomon Islands,0.0,0.0,0
51504,2020,300,Greece,092,British Virgin Islands,0.0,0.0,0
51505,2020,300,Greece,096,Brunei Darussalam,0.0,0.0,0
51506,2020,300,Greece,100,Bulgaria,0.0,0.0,0
51507,2020,300,Greece,104,Myanmar,0.0,0.0,0
51508,2020,300,Greece,1100,Developed economies,67688.956,98.79578,711
51509,2020,300,Greece,1120,Developed economies: America,1.735,0.00253,1
51510,2020,300,Greece,1130,Developed economies: Asia,0.0,0.0,0
51511,2020,300,Greece,1140,Developed economies: Europe,67687.221,98.79325,710
51512,2020,300,Greece,1150,Developed economies: Oceania,0.0,0.0,0
51513,2020,300,Greece,116,Cambodia,0.0,0.0,0
51514,2020,300,Greece,120,Cameroon,0.0,0.0,0
51515,2020,300,Greece,1200,Developing economies,794.321,1.15936,14
51516,2020,300,Greece,1210,Developing economies: Africa,0.0,0.0,0
51517,2020,300,Greece,1220,Developing economies: America,0.0,0.0,0
51518,2020,300,Greece,1230,Developing economies: Asia,791.889,1.15581,12
51519,2020,300,Greece,124,Canada,0.0,0.0,0
51520,2020,300,Greece,1250,Developing economies: Oceania,2.432,0.00355,2
51521,2020,300,Greece,1300,Transition economies,5.52,0.00806,3
51522,2020,300,Greece,132,Cabo Verde,0.0,0.0,0
51523,2020,300,Greece,136,Cayman Islands,0.0,0.0,0
51524,2020,300,Greece,144,Sri Lanka,0.0,0.0,0
51525,2020,300,Greece,152,Chile,0.0,0.0,0
51526,2020,300,Greece,156,China,0.0,0.0,0
51527,2020,300,Greece,158,"China, Taiwan Province of",0.0,0.0,0
51528,2020,300,Greece,170,Colombia,0.0,0.0,0
51529,2020,300,Greece,174,Comoros,0.0,0.0,0
51530,2020,300,Greece,175,Mayotte,0.0,0.0,0
51531,2020,300,Greece,178,Congo,0.0,0.0,0
51532,2020,300,Greece,180,"Congo, Dem. Rep. of the",0.0,0.0,0
51533,2020,300,Greece,184,Cook Islands,0.0,0.0,0
51534,2020,300,Greece,188,Costa Rica,0.0,0.0,0
51535,2020,300,Greece,191,Croatia,0.0,0.0,0
51536,2020,300,Greece,192,Cuba,0.0,0.0,0
51537,2020,300,Greece,196,Cyprus,6.19,0.00903,1
51538,2020,300,Greece,204,Benin,0.0,0.0,0
51539,2020,300,Greece,208,Denmark,0.0,0.0,0
51540,2020,300,Greece,2101,Developed economies: Asia and Oceania,0.0,0.0,0
51541,2020,300,Greece,2102,Developing economies: Asia and Oceania,794.321,1.15936,14
51542,2020,300,Greece,2116,Sub-Saharan Africa excluding South Africa,0.0,0.0,0
51543,2020,300,Greece,2117,Africa excluding South Africa,0.0,0.0,0
51544,2020,300,Greece,212,Dominica,0.0,0.0,0
51545,2020,300,Greece,214,Dominican Republic,0.0,0.0,0
51546,2020,300,Greece,2160,Developing economies excluding China,794.321,1.15936,14
51547,2020,300,Greece,2161,Developing economies excluding LDCs,794.321,1.15936,14
51548,2020,300,Greece,218,Ecuador,0.0,0.0,0
51549,2020,300,Greece,2200,M49 developing regions,794.321,1.15936,14
51550,2020,300,Greece,2205,M49 developed regions,67694.476,98.80384,714
51551,2020,300,Greece,2210,LDCs (Least developed countries),0.0,0.0,0
51552,2020,300,Greece,2211,LDCs: Africa and Haiti,0.0,0.0,0
51553,2020,300,Greece,2213,LDCs: Asia,0.0,0.0,0
51554,2020,300,Greece,2216,LDCs: Islands,0.0,0.0,0
51555,2020,300,Greece,222,El Salvador,0.0,0.0,0
51556,2020,300,Greece,2220,LLDCs (Landlocked developing countries),0.0,0.0,0
51557,2020,300,Greece,2221,LDCs: Africa,0.0,0.0,0
51558,2020,300,Greece,2222,LDCs: Islands and Haiti,0.0,0.0,0
51559,2020,300,Greece,2230,SIDS (Small island developing States) (UNCTAD),2.432,0.00355,2
51560,2020,300,Greece,2231,SIDS: Atlantic and Indian Ocean,0.0,0.0,0
51561,2020,300,Greece,2232,SIDS: Caribbean,0.0,0.0,0
51562,2020,300,Greece,2233,SIDS: Pacific,2.432,0.00355,2
51563,2020,300,Greece,2250,SIDS (Small island developing States) (UN-OHRLLS),2.432,0.00355,2
51564,2020,300,Greece,226,Equatorial Guinea,0.0,0.0,0
51565,2020,300,Greece,231,Ethiopia,0.0,0.0,0
51566,2020,300,Greece,232,Eritrea,0.0,0.0,0
51567,2020,300,Greece,233,Estonia,0.0,0.0,0
51568,2020,300,Greece,234,Faroe Islands,0.0,0.0,0
51569,2020,300,Greece,2370,Selected exporters of petroleum,783.722,1.14389,9
51570,2020,300,Greece,2371,Selected exporters of manufactured goods,5.213,0.00761,2
51571,2020,300,Greece,2372,Selected exporters of manufactured goods and primary commodities,7.683,0.01121,4
51572,2020,300,Greece,2373,Selected exporters of agricultural products,0.0,0.0,0
51573,2020,300,Greece,2374,Selected exporters of minerals and mining products,0.0,0.0,0
51574,2020,300,Greece,2376,Selected LIFDC (Low-income food-deficit countries),0.0,0.0,0
51575,2020,300,Greece,2378,LIFDC (Low-income food-deficit countries) (FAO),0.0,0.0,0
51576,2020,300,Greece,238,Falkland Islands (Malvinas),0.0,0.0,0
51577,2020,300,Greece,2411,Net food-importing economies,65350.707,95.38298,704
51578,2020,300,Greece,2412,Net food-exporting economies,3138.09,4.58022,24
51579,2020,300,Greece,2413,Net food-exporting developing economies,7.645,0.01116,4
51580,2020,300,Greece,2414,Net food-exporting transition economies,2.47,0.00361,2
